Election,County,Rwinner,Rmargin,Rparty,RTotalVotes,Rabsentee,RPctAbsentee,Nwinner,Nparty,Nmargin,NTotalVotes,Nabsentee,NPctAbsentee,RPctVotesWinner,RPctVotesLoser,RNoVotesWinner,RNoVotesLoser,NPctVotesWinner,NPctVotesLoser,NNoVotesWinner,NNoVotesLoser,NoTurnoutChange,TurnoutPctChange,MarginChange,WinnerNoChange,WinnerPctChange
SENATE,Appling,Perdue ,56,R,"7,281","4,524",0.62,Perdue ,R,55.6,"8,187","6,104",0.75,78,22,"5,679","1,602",77.8,22.2,"6,369","1,818",-906,-0.11,0.4,-690,-0.11
SENATE,Atkinson,Perdue ,46,R,"2,645","1,448",0.55,Perdue ,R,48.4,"3,097","2,144",0.69,73,27,"1,931",714,74.2,25.8,"2,298",799,-452,-0.15,-2.4,-367,-0.16
SENATE,Bacon,Perdue ,73,R,"4,128","3,134",0.76,Perdue ,R,72.7,"4,590","4,021",0.88,86.5,13.5,"3,571",557,86.35,13.65,"3,963",627,-462,-0.1,0.3,-392,-0.10
SENATE,Baker,Perdue ,12,R,"1,439",899,0.62,Perdue ,R,14.7,"1,534","1,094",0.71,56,44,806,633,57.35,42.65,880,654,-95,-0.06,-2.7,-74,-0.08
SENATE,Baldwin,Ossoff ,4,D,"16,446","12,175",0.74,Perdue ,R,0.5,"18,082","14,622",0.81,52,48,"8,552","7,894",50.25,49.75,"9,086","8,996","-1,636",-0.09,3.5,-534,-0.06
SENATE,Banks,Perdue ,78,R,"7,448","4,980",0.67,Perdue ,R,77.2,"8,725","6,908",0.79,89,11,"6,629",819,88.6,11.4,"7,730",995,"-1,277",-0.15,0.8,-1101,-0.14
SENATE,Barrow,Perdue ,42,R,"32,065","21,588",0.67,Perdue ,R,43.2,"37,627","29,762",0.79,71,29,"22,766","9,299",71.6,28.4,"26,941","10,686","-5,562",-0.15,-1.2,-4175,-0.15
SENATE,Bartow,Perdue ,50,R,"42,974","26,940",0.63,Perdue ,R,50.7,"50,034","37,419",0.75,75,25,"32,231","10,744",75.35,24.65,"37,701","12,333","-7,060",-0.14,-0.7,-5470,-0.15
SENATE,Ben Hill,Perdue ,24,R,"5,713","4,376",0.77,Perdue ,R,27.7,"6,477","5,686",0.88,62,38,"3,542","2,171",63.85,36.15,"4,136","2,341",-764,-0.12,-3.7,-594,-0.14
SENATE,Berrien,Perdue ,66,R,"6,679","3,935",0.59,Perdue ,R,66.4,"7,650","5,471",0.72,83,17,"5,544","1,135",83.2,16.8,"6,365","1,285",-971,-0.13,-0.4,-821,-0.13
SENATE,Bibb,Ossoff ,25,D,"63,465","42,118",0.66,Ossoff ,D,21.8,"69,987","52,909",0.76,62.5,37.5,"39,666","23,799",60.9,39.1,"42,622","27,365","-6,522",-0.09,3.2,-2956,-0.07
SENATE,Bleckley,Perdue ,53,R,"5,110","3,457",0.68,Perdue ,R,53.7,"5,644","4,386",0.78,76.5,23.5,"3,909","1,201",76.85,23.15,"4,337","1,307",-534,-0.09,-0.7,-428,-0.10
SENATE,Brantley,Perdue ,81,R,"6,618","3,885",0.59,Perdue ,R,80.4,"7,616","5,475",0.72,90.5,9.5,"5,989",629,90.2,9.8,"6,870",746,-998,-0.13,0.6,-881,-0.13
SENATE,Brooks,Perdue ,21,R,"6,216","3,902",0.63,Perdue ,R,23.6,"6,976","5,024",0.72,60.5,39.5,"3,761","2,455",61.8,38.2,"4,311","2,665",-760,-0.11,-2.6,-550,-0.13
SENATE,Bryan,Perdue ,35,R,"18,616","13,554",0.73,Perdue ,R,35.8,"21,163","17,639",0.83,67.5,32.5,"12,566","6,050",67.9,32.1,"14,370","6,793","-2,547",-0.12,-0.8,-1804,-0.13
SENATE,Bulloch,Perdue ,25,R,"26,143","15,419",0.59,Perdue ,R,24.8,"29,793","20,488",0.69,62.5,37.5,"16,339","9,804",62.4,37.6,"18,591","11,202","-3,650",-0.12,0.2,-2252,-0.12
SENATE,Burke,Perdue ,1.3,R,"9,492","5,622",0.59,Perdue ,R,4,"10,560","7,115",0.67,50.65,49.35,"4,808","4,684",52,48,"5,491","5,069","-1,068",-0.1,-2.7,-683,-0.12
SENATE,Butts,Perdue ,41,R,"10,209","7,722",0.76,Perdue ,R,44.5,"11,690","10,446",0.89,70.5,29.5,"7,197","3,012",72.25,27.75,"8,446","3,244","-1,481",-0.13,-3.5,-1249,-0.15
SENATE,Calhoun,Ossoff ,18,D,"2,030","1,362",0.67,Ossoff ,D,12.8,"2,172","1,528",0.7,59,41,"1,198",832,56.4,43.6,"1,225",947,-142,-0.07,5.2,-27,-0.02
SENATE,Camden,Perdue ,31,R,"19,871","12,654",0.64,Perdue ,R,32.2,"23,349","18,420",0.79,65.5,34.5,"13,016","6,855",66.1,33.9,"15,434","7,915","-3,478",-0.15,-1.2,-2418,-0.16
SENATE,Candler,Perdue ,42,R,"3,915","2,854",0.73,Perdue ,R,42.2,"4,370","2,250",0.51,71,29,"2,780","1,135",71.1,28.9,"3,107","1,263",-455,-0.1,-0.2,-327,-0.11
SENATE,Carroll,Perdue ,38,R,"47,163","27,602",0.59,Perdue ,R,39.7,"53,973","39,627",0.73,69,31,"32,542","14,621",69.85,30.15,"37,700","16,273","-6,810",-0.13,-1.7,-5158,-0.14
SENATE,Catoosa,Perdue ,57,R,"27,766","18,417",0.66,Perdue ,R,55.8,"32,212","25,882",0.8,78.5,21.5,"21,796","5,970",77.9,22.1,"25,093","7,119","-4,446",-0.14,1.2,-3297,-0.13
SENATE,Charlton,Perdue ,51,R,"3,911","2,325",0.59,Perdue ,R,52.3,"4,477","3,126",0.7,75.5,24.5,"2,953",958,76.15,23.85,"3,409","1,068",-566,-0.13,-1.3,-456,-0.13
SENATE,Chatham,Ossoff ,19,D,"121,246","75,850",0.63,Ossoff ,D,17.4,"131,847","94,558",0.72,59.5,40.5,"72,141","49,105",58.7,41.3,"77,394","54,453","-10,601",-0.08,1.6,-5253,-0.07
SENATE,Chattahoochee,Perdue ,8,R,"1,322",832,0.63,Perdue ,R,13.8,"1,548","1,094",0.71,54,46,714,608,56.9,43.1,881,667,-226,-0.15,-5.8,-167,-0.19
SENATE,Chattooga,Perdue ,59,R,"8,231","4,939",0.6,Perdue ,R,59.3,"9,938","7,077",0.71,79.5,20.5,"6,544","1,687",79.65,20.35,"7,916","2,022","-1,707",-0.17,-0.3,-1372,-0.17
SENATE,Cherokee,Perdue ,41,R,"127,872","77,117",0.6,Perdue ,R,41.4,"143,526","112,262",0.78,70.5,29.5,"90,150","37,722",70.7,29.3,"101,473","42,053","-15,654",-0.11,-0.4,-11323,-0.11
SENATE,Clarke,Ossoff ,42,D,"46,212","34,340",0.74,Ossoff ,D,38.2,"50,950","41,876",0.82,71,29,"32,811","13,401",69.1,30.9,"35,206","15,744","-4,738",-0.09,3.8,-2395,-0.07
SENATE,Clay,Ossoff ,11,D,"1,311",922,0.7,Ossoff ,D,7.1,"1,416","1,117",0.79,55.5,44.5,728,583,53.55,46.45,758,658,-105,-0.07,3.9,-30,-0.04
SENATE,Clayton,Ossoff ,77,D,"102,922","79,445",0.77,Ossoff ,D,71,"111,045","90,234",0.81,88.5,11.5,"91,086","11,836",85.5,14.5,"94,943","16,102","-8,123",-0.07,6,-3857,-0.04
SENATE,Clinch,Perdue ,50,R,"2,454","1,486",0.61,Perdue ,R,50.9,"2,797","1,963",0.7,75,25,"1,841",614,75.45,24.55,"2,110",687,-343,-0.12,-0.9,-269,-0.13
SENATE,Cobb,Ossoff ,12,D,"358,662","241,579",0.67,Ossoff ,D,10.5,"390,772","319,681",0.82,56,44,"200,851","157,811",55.25,44.75,"215,902","174,870","-32,110",-0.08,1.5,-15051,-0.07
SENATE,Coffee,Perdue ,39,R,"13,212","8,679",0.66,Perdue ,R,41,"14,991","11,292",0.75,69.5,30.5,"9,182","4,030",70.5,29.5,"10,569","4,422","-1,779",-0.12,-2,-1387,-0.13
SENATE,Colquitt,Perdue ,47,R,"14,053","7,847",0.56,Perdue ,R,48.2,"15,891","10,482",0.66,73.5,26.5,"10,329","3,724",74.1,25.9,"11,775","4,116","-1,838",-0.12,-1.2,-1446,-0.12
SENATE,Columbia,Perdue ,27,R,"72,164","48,313",0.67,Perdue ,R,28.1,"79,907","61,020",0.76,63.5,36.5,"45,824","26,340",64.05,35.95,"51,180","28,727","-7,743",-0.1,-1.1,-5356,-0.10
SENATE,Cook,Perdue ,39,R,"6,207","4,143",0.67,Perdue ,R,41.6,"6,972","5,305",0.76,69.5,30.5,"4,314","1,893",70.8,29.2,"4,936","2,036",-765,-0.11,-2.6,-622,-0.13
SENATE,Coweta,Perdue ,36,R,"67,303","39,696",0.59,Perdue ,R,37.3,"76,122","52,012",0.68,68,32,"45,766","21,537",68.65,31.35,"52,258","23,864","-8,819",-0.12,-1.3,-6492,-0.12
SENATE,Crawford,Perdue ,45,R,"5,365","3,538",0.66,Perdue ,R,46,"6,026","4,597",0.76,72.5,27.5,"3,890","1,475",73,27,"4,399","1,627",-661,-0.11,-1,-509,-0.12
SENATE,Crisp,Perdue ,25,R,"7,135","5,119",0.72,Perdue ,R,28.1,"7,980","6,411",0.8,62.5,37.5,"4,459","2,676",64.05,35.95,"5,111","2,869",-845,-0.11,-3.1,-652,-0.13
SENATE,Dade,Perdue ,64,R,"6,358","3,833",0.6,Perdue ,R,63,"7,332","5,042",0.69,82,18,"5,214","1,144",81.5,18.5,"5,976","1,356",-974,-0.13,1,-762,-0.13
SENATE,Dawson,Perdue ,69,R,"14,389","10,705",0.74,Perdue ,R,68.6,"15,924","13,278",0.83,84.5,15.5,"12,159","2,230",84.3,15.7,"13,424","2,500","-1,535",-0.1,0.4,-1265,-0.09
SENATE,Decatur,Perdue ,18,R,"10,046","6,726",0.67,Perdue ,R,18.6,"11,449","9,169",0.8,59,41,"5,927","4,119",59.3,40.7,"6,789","4,660","-1,403",-0.12,-0.6,-862,-0.13
SENATE,DeKalb,Ossoff ,67,D,"349,341","283,291",0.81,Ossoff ,D,64.4,"367,643","319,141",0.87,83.5,16.5,"291,700","57,641",82.2,17.8,"302,203","65,440","-18,302",-0.05,2.6,-10503,-0.03
SENATE,Dodge,Perdue ,44,R,"7,176","4,086",0.57,Perdue ,R,47.4,"7,952","5,062",0.64,72,28,"5,167","2,009",73.7,26.3,"5,861","2,091",-776,-0.1,-3.4,-694,-0.12
SENATE,Dooly,Perdue ,4,R,"3,740","2,479",0.66,Perdue ,R,8.2,"4,059","3,103",0.76,52,48,"1,945","1,795",54.1,45.9,"2,196","1,863",-319,-0.08,-4.2,-251,-0.11
SENATE,Dougherty,Ossoff ,42,D,"32,091","20,043",0.62,Ossoff ,D,37.9,"34,911","23,105",0.66,71,29,"22,785","9,306",68.95,31.05,"24,071","10,840","-2,820",-0.08,4.1,-1286,-0.05
SENATE,Douglas,Ossoff ,30,D,"62,368","48,550",0.78,Ossoff ,D,24.5,"68,441","57,320",0.84,65,35,"40,539","21,829",62.25,37.75,"42,605","25,836","-6,073",-0.09,5.5,-2066,-0.05
SENATE,Early,Perdue ,4,R,"4,550","2,851",0.63,Perdue ,R,11,"5,105","3,661",0.72,52,48,"2,366","2,184",55.5,44.5,"2,833","2,272",-555,-0.11,-7,-467,-0.16
SENATE,Echols,Perdue ,78,R,"1,187",806,0.68,Perdue ,R,75.5,"1,418","1,161",0.82,89,11,"1,056",131,87.75,12.25,"1,244",174,-231,-0.16,2.5,-188,-0.15
SENATE,Effingham,Perdue ,49,R,"27,827","16,429",0.59,Perdue ,R,48.5,"31,319","21,961",0.7,74.5,25.5,"20,731","7,096",74.25,25.75,"23,254","8,065","-3,492",-0.11,0.5,-2523,-0.11
SENATE,Elbert,Perdue ,38,R,"8,014","5,072",0.63,Perdue ,R,38.7,"9,075","6,695",0.74,69,31,"5,530","2,484",69.35,30.65,"6,294","2,781","-1,061",-0.12,-0.7,-764,-0.12
SENATE,Emanuel,Perdue ,39,R,"8,354","4,699",0.56,Perdue ,R,40.5,"9,368","5,992",0.64,69.5,30.5,"5,806","2,548",70.25,29.75,"6,581","2,787","-1,014",-0.11,-1.5,-775,-0.12
SENATE,Evans,Perdue ,36,R,"3,737","2,767",0.74,Perdue ,R,38.8,"4,191","3,485",0.83,68,32,"2,541","1,196",69.4,30.6,"2,909","1,282",-454,-0.11,-2.8,-368,-0.13
SENATE,Fannin,Perdue ,65,R,"13,448","8,142",0.61,Perdue ,R,65.1,"14,686","10,098",0.69,82.5,17.5,"11,095","2,353",82.55,17.45,"12,123","2,563","-1,238",-0.08,-0.1,-1028,-0.08
SENATE,Fayette,Perdue ,8,R,"67,401","50,695",0.75,Perdue ,R,9.7,"71,470","61,288",0.86,54,46,"36,397","31,004",54.85,45.15,"39,201","32,269","-4,069",-0.06,-1.7,-2804,-0.07
SENATE,Floyd,Perdue ,40,R,"35,784","21,831",0.61,Perdue ,R,41.8,"41,288","30,904",0.75,70,30,"25,049","10,735",70.9,29.1,"29,273","12,015","-5,504",-0.13,-1.8,-4224,-0.14
SENATE,Forsyth,Perdue ,36,R,"115,199","86,965",0.75,Perdue ,R,36.2,"128,267","114,715",0.89,68,32,"78,335","36,864",68.1,31.9,"87,350","40,917","-13,068",-0.1,-0.2,-9015,-0.10
SENATE,Franklin,Perdue ,71,R,"9,194","5,546",0.6,Perdue ,R,70.6,"10,659","7,994",0.75,85.5,14.5,"7,861","1,333",85.3,14.7,"9,092","1,567","-1,465",-0.14,0.4,-1231,-0.14
SENATE,Fulton,Ossoff ,43,D,"488,101","382,883",0.78,Ossoff ,D,41.6,"520,778","457,996",0.88,71.5,28.5,"348,992","139,109",70.8,29.2,"368,711","152,067","-32,677",-0.06,1.4,-19719,-0.05
SENATE,Gilmer,Perdue ,64,R,"14,827","9,227",0.62,Perdue ,R,64.3,"16,307","11,448",0.7,82,18,"12,158","2,669",82.15,17.85,"13,396","2,911","-1,480",-0.09,-0.3,-1238,-0.09
SENATE,Glascock,Perdue ,80,R,"1,364",825,0.6,Perdue ,R,79,"1,540","1,095",0.71,90,10,"1,228",136,89.5,10.5,"1,378",162,-176,-0.11,1,-150,-0.11
SENATE,Glynn,Perdue ,25,R,"37,452","27,931",0.75,Perdue ,R,25.6,"41,468","34,446",0.83,62.5,37.5,"23,408","14,045",62.8,37.2,"26,042","15,426","-4,016",-0.1,-0.6,-2634,-0.10
SENATE,Gordon,Perdue ,62,R,"20,352","11,467",0.56,Perdue ,R,62.4,"23,766","15,707",0.66,81,19,"16,485","3,867",81.2,18.8,"19,298","4,468","-3,414",-0.14,-0.4,-2813,-0.15
SENATE,Grady,Perdue ,34,R,"9,328","5,880",0.63,Perdue ,R,33.1,"10,580","7,890",0.75,67,33,"6,250","3,078",66.55,33.45,"7,041","3,539","-1,252",-0.12,0.9,-791,-0.11
SENATE,Greene,Perdue ,30,R,"10,620","8,410",0.79,Perdue ,R,31.2,"11,162","9,701",0.87,65,35,"6,903","3,717",65.6,34.4,"7,322","3,840",-542,-0.05,-1.2,-419,-0.06
SENATE,Gwinnett,Ossoff ,20,D,"369,909","272,234",0.74,Ossoff ,D,16.2,"411,206","337,729",0.82,60,40,"221,945","147,964",58.1,41.9,"238,911","172,295","-41,297",-0.1,3.8,-16966,-0.07
SENATE,Habersham,Perdue ,65,R,"18,031","13,643",0.76,Perdue ,R,64.4,"20,259","17,052",0.84,82.5,17.5,"14,876","3,155",82.2,17.8,"16,653","3,606","-2,228",-0.11,0.6,-1777,-0.11
SENATE,Hall,Perdue ,45,R,"79,040","53,093",0.67,Perdue ,R,44.9,"89,787","74,400",0.83,72.5,27.5,"57,304","21,736",72.45,27.55,"65,051","24,736","-10,747",-0.12,0.1,-7747,-0.12
SENATE,Hancock,Ossoff ,45,D,"3,836","2,883",0.75,Ossoff ,D,41.1,"4,097","3,192",0.78,72.5,27.5,"2,781","1,055",70.55,29.45,"2,890","1,207",-261,-0.06,3.9,-109,-0.04
SENATE,Haralson,Perdue ,74,R,"12,163","6,662",0.55,Perdue ,R,72.5,"14,135","9,439",0.67,87,13,"10,582","1,581",86.25,13.75,"12,191","1,944","-1,972",-0.14,1.5,-1609,-0.13
SENATE,Harris,Perdue ,45,R,"18,283","10,444",0.57,Perdue ,R,45.8,"19,854","12,875",0.65,72.5,27.5,"13,255","5,028",72.9,27.1,"14,474","5,380","-1,571",-0.08,-0.8,-1219,-0.08
SENATE,Hart,Perdue ,49,R,"11,205","7,282",0.65,Perdue ,R,51.4,"12,532","9,607",0.77,74.5,25.5,"8,348","2,857",75.7,24.3,"9,487","3,045","-1,327",-0.11,-2.4,-1139,-0.12
SENATE,Heard,Perdue ,67,R,"4,675","2,613",0.56,Perdue ,R,67.7,"5,333","3,495",0.66,83.5,16.5,"3,904",771,83.85,16.15,"4,472",861,-658,-0.12,-0.7,-568,-0.13
SENATE,Henry,Ossoff ,25,D,"109,380","83,327",0.76,Ossoff ,D,19.8,"121,709","104,925",0.86,62.5,37.5,"68,363","41,018",59.9,40.1,"72,904","48,805","-12,329",-0.1,5.2,-4541,-0.06
SENATE,Houston,Perdue ,11,R,"66,387","47,228",0.71,Perdue ,R,14.1,"74,162","55,678",0.75,55.5,44.5,"36,845","29,542",57.05,42.95,"42,309","31,853","-7,775",-0.1,-3.1,-5464,-0.13
SENATE,Irwin,Perdue ,51,R,"3,616","2,432",0.67,Perdue ,R,51,"4,144","3,250",0.78,75.5,24.5,"2,730",886,75.5,24.5,"3,129","1,015",-528,-0.13,0,-399,-0.13
SENATE,Jackson,Perdue ,58,R,"32,578","22,207",0.68,Perdue ,R,58.6,"37,383","31,227",0.84,79,21,"25,737","6,841",79.3,20.7,"29,645","7,738","-4,805",-0.13,-0.6,-3908,-0.13
SENATE,Jasper,Perdue ,51,R,"6,800","4,521",0.66,Perdue ,R,53.5,"7,592","5,723",0.75,75.5,24.5,"5,134","1,666",76.75,23.25,"5,827","1,765",-792,-0.1,-2.5,-693,-0.12
SENATE,Jeff Davis,Perdue ,63,R,"5,086","3,032",0.6,Perdue ,R,62.5,"5,698","4,032",0.71,81.5,18.5,"4,145",941,81.25,18.75,"4,630","1,068",-612,-0.11,0.5,-485,-0.10
SENATE,Jefferson,Ossoff ,8,D,"6,926","4,327",0.62,Ossoff ,D,5,"7,554","5,380",0.71,54,46,"3,740","3,186",52.5,47.5,"3,966","3,588",-628,-0.08,3,-226,-0.06
SENATE,Jenkins,Perdue ,25,R,"3,116","2,104",0.68,Perdue ,R,28.3,"3,400","2,518",0.74,62.5,37.5,"1,948","1,169",64.15,35.85,"2,181","1,219",-284,-0.08,-3.3,-233,-0.11
SENATE,Johnson,Perdue ,42,R,"3,573","2,367",0.66,Perdue ,R,40.7,"4,034","3,054",0.76,71,29,"2,537","1,036",70.35,29.65,"2,838","1,196",-461,-0.11,1.3,-301,-0.11
SENATE,Jones,Perdue ,32,R,"13,332","8,171",0.61,Perdue ,R,34.8,"14,842","10,938",0.74,66,34,"8,799","4,533",67.4,32.6,"10,004","4,838","-1,510",-0.1,-2.8,-1205,-0.12
SENATE,Lamar,Perdue ,40,R,"7,983","4,780",0.6,Perdue ,R,41.9,"8,988","6,719",0.75,70,30,"5,588","2,395",70.95,29.05,"6,377","2,611","-1,005",-0.11,-1.9,-789,-0.12
SENATE,Lanier,Perdue ,40,R,"3,032","2,067",0.68,Perdue ,R,43.7,"3,519","2,831",0.8,70,30,"2,122",910,71.85,28.15,"2,528",991,-487,-0.14,-3.7,-406,-0.16
SENATE,Laurens,Perdue ,27,R,"20,244","11,624",0.57,Perdue ,R,29.7,"22,474","14,914",0.66,63.5,36.5,"12,855","7,389",64.85,35.15,"14,574","7,900","-2,230",-0.1,-2.7,-1719,-0.12
SENATE,Lee,Perdue ,43,R,"14,890","9,436",0.63,Perdue ,R,44.9,"16,559","12,573",0.76,71.5,28.5,"10,646","4,244",72.45,27.55,"11,997","4,562","-1,669",-0.1,-1.9,-1351,-0.11
SENATE,Liberty,Ossoff ,29,D,"18,315","13,969",0.76,Ossoff ,D,23.7,"21,091","17,631",0.84,64.5,35.5,"11,813","6,502",61.85,38.15,"13,045","8,046","-2,776",-0.13,5.3,-1232,-0.09
SENATE,Lincoln,Perdue ,38,R,"4,217","2,793",0.66,Perdue ,R,38.5,"4,593","3,414",0.74,69,31,"2,910","1,307",69.25,30.75,"3,181","1,412",-376,-0.08,-0.5,-271,-0.09
SENATE,Long,Perdue ,23,R,"4,633","2,805",0.61,Perdue ,R,24.4,"5,581","4,043",0.72,61.5,38.5,"2,849","1,784",62.2,37.8,"3,471","2,110",-948,-0.17,-1.4,-622,-0.18
SENATE,Lowndes,Perdue ,13,R,"39,833","27,988",0.7,Perdue ,R,14.2,"45,772","36,978",0.81,56.5,43.5,"22,506","17,327",57.1,42.9,"26,136","19,636","-5,939",-0.13,-1.2,-3630,-0.14
SENATE,Lumpkin,Perdue ,59,R,"13,697","10,301",0.75,Perdue ,R,58.7,"15,363","12,964",0.84,79.5,20.5,"10,889","2,808",79.35,20.65,"12,191","3,172","-1,666",-0.11,0.3,-1302,-0.11
SENATE,Macon,Ossoff ,25,D,"4,263","3,101",0.73,Ossoff ,D,20.5,"4,593","3,554",0.77,62.5,37.5,"2,664","1,599",60.25,39.75,"2,767","1,826",-330,-0.07,4.5,-103,-0.04
SENATE,Madison,Perdue ,53,R,"13,199","8,236",0.62,Perdue ,R,52.9,"14,798","10,499",0.71,76.5,23.5,"10,097","3,102",76.45,23.55,"11,313","3,485","-1,599",-0.11,0.1,-1216,-0.11
SENATE,Marion,Perdue ,24,R,"3,215","2,084",0.65,Perdue ,R,27.3,"3,599","2,611",0.73,62,38,"1,993","1,222",63.65,36.35,"2,291","1,308",-384,-0.11,-3.3,-298,-0.13
SENATE,McDuffie,Perdue ,19,R,"9,235","6,963",0.75,Perdue ,R,21.5,"10,370","8,908",0.86,59.5,40.5,"5,495","3,740",60.75,39.25,"6,300","4,070","-1,135",-0.11,-2.5,-805,-0.13
SENATE,McIntosh,Perdue ,19,R,"5,938","4,376",0.74,Perdue ,R,22.3,"6,602","5,326",0.81,59.5,40.5,"3,533","2,405",61.15,38.85,"4,037","2,565",-664,-0.1,-3.3,-504,-0.12
SENATE,Meriwether,Perdue ,18,R,"9,845","5,875",0.6,Perdue ,R,21.3,"10,778","7,336",0.68,59,41,"5,809","4,036",60.65,39.35,"6,537","4,241",-933,-0.09,-3.3,-728,-0.11
SENATE,Miller,Perdue ,47,R,"2,450","1,656",0.68,Perdue ,R,48.9,"2,781","2,074",0.75,73.5,26.5,"1,801",649,74.45,25.55,"2,070",711,-331,-0.12,-1.9,-269,-0.13
SENATE,Mitchell,Perdue ,10,R,"7,855","5,116",0.65,Perdue ,R,12.3,"8,871","6,488",0.73,55,45,"4,320","3,535",56.15,43.85,"4,981","3,890","-1,016",-0.11,-2.3,-661,-0.13
SENATE,Monroe,Perdue ,43,R,"14,111","9,333",0.66,Perdue ,R,43.6,"15,428","11,602",0.75,71.5,28.5,"10,089","4,022",71.8,28.2,"11,077","4,351","-1,317",-0.09,-0.6,-988,-0.09
SENATE,Montgomery,Perdue ,50,R,"3,519","1,916",0.54,Perdue ,R,50.9,"3,920","2,554",0.65,75,25,"2,639",880,75.45,24.55,"2,958",962,-401,-0.1,-0.9,-319,-0.11
SENATE,Morgan,Perdue ,43,R,"10,827","7,655",0.71,Perdue ,R,43.9,"11,627","9,221",0.79,71.5,28.5,"7,741","3,086",71.95,28.05,"8,366","3,261",-800,-0.07,-0.9,-625,-0.07
SENATE,Murray,Perdue ,69,R,"12,999","7,562",0.58,Perdue ,R,67.3,"15,151","10,721",0.71,84.5,15.5,"10,984","2,015",83.65,16.35,"12,674","2,477","-2,152",-0.14,1.7,-1690,-0.13
